n_users,max_time,sequence_lenght,n_sequences,sliding_split,remove_outliers,normalize,train_acc,train_TP,train_TN,train_FP,train_FN,train_FAR,train_FRR,train_F1,test_acc,test_TP,test_TN,test_FP,test_FN,test_FAR,test_FRR,test_F1
10,1.25,20,10,False,False,False,0.8506371873776128,2751.8,2486.2,523.3,257.7,0.19724041639484413,0.10148520884993013,0.8595742518473399,0.7114130465612213,1058.1,1151.2,382.7,475.8,0.25685245019171626,0.3203214566858411,0.7036500849416737
10,1.25,22,10,False,False,False,0.8525367375554531,2472.1,2226.8,452.0,206.7,0.1992704044599029,0.0956561204291911,0.8622218235737016,0.7086963037117471,923.6,982.8,334.0,393.2,0.26840060493435486,0.31420678764215115,0.7031216689293881
10,1.25,24,10,False,False,False,0.8516114005560121,2240.0,2029.0,391.8,180.8,0.2022419402969168,0.09453525859105875,0.8617909128261134,0.7204035157319477,831.8,873.0,277.4,318.6,0.26137542647381723,0.29781754206228744,0.7157605793331373
10,1.25,26,10,False,False,False,0.8566351852917112,2068.3,1869.1,338.9,139.7,0.2008750618795013,0.08585456753707639,0.8672998672189717,0.7238150610431818,752.8,775.1,236.9,259.2,0.26564007195132266,0.2867298059623135,0.720304538905447
10,1.25,28,10,False,False,False,0.8590688985665427,1902.4,1729.9,290.8,118.3,0.19474197437444998,0.08712022849246462,0.8687768577499944,0.7330095837507797,675.5,708.3,192.2,225.0,0.24322014892900629,0.29076068356943413,0.7244219738632255
10,1.25,30,10,False,False,False,0.8571897337393033,1756.2,1604.8,258.3,106.9,0.19585508658253786,0.08976544593885558,0.8667068223863709,0.7280373440742254,620.3,632.1,179.1,190.9,0.25447037526933697,0.2894549365822124,0.7204384291810406
10,1.25,32,10,False,False,False,0.856199389264642,1632.7,1492.2,229.6,89.1,0.20384977784255837,0.08375144362815735,0.8672190002435698,0.7269342413655331,568.7,578.9,156.7,166.9,0.25551489812683353,0.2906166191421002,0.7175435902648138
10,1.25,34,10,False,False,False,0.8556959483517816,1517.4,1392.4,203.9,78.9,0.20086723512374216,0.0877408681726948,0.8665665427575249,0.7260989595223274,526.9,530.7,140.8,144.6,0.2538621711008269,0.2939399098545183,0.7140773650518607
10,1.25,36,10,False,False,False,0.8541613189410034,1426.3,1306.8,187.8,68.3,0.20396627548147003,0.08771108663652283,0.8646452394405078,0.7272653314152666,487.8,490.3,126.3,128.8,0.2464735125216551,0.2989958246478114,0.71153968490547
10,1.25,38,10,False,False,False,0.8614684579046094,1342.7,1234.3,161.8,53.4,0.1976564061316357,0.0794066780591454,0.8720602089842039,0.7126993120647469,452.6,451.0,118.5,116.9,0.25874978924168535,0.31585158662882085,0.6931668966984977
10,1.375,4,10,False,False,False,0.8277964371251649,6782.0,5992.4,1813.2,1023.6,0.22272598437452357,0.12168114137514656,0.8379939225996911,0.6420014150816089,3193.3,3472.6,1775.8,2055.1,0.311860878045823,0.40413629179095906,0.6212341229865757
10,1.375,6,10,False,False,False,0.832438529061403,6342.2,5625.1,1633.9,916.8,0.21636498672107396,0.1187579551561199,0.8420598164020046,0.6448554318898185,2949.5,3202.4,1616.5,1869.4,0.31100636478522603,0.39928277143513696,0.6256197175848301
10,1.375,8,10,False,False,False,0.8341535178980779,5863.1,5195.2,1482.6,814.7,0.21562319375417874,0.11606977044966542,0.8440201414635962,0.6504608801924239,2685.3,2923.0,1430.6,1668.3,0.3080150961454942,0.39106314346965804,0.6335638189581594
10,1.375,10,10,False,False,False,0.8355455109177079,5268.1,4716.3,1283.1,731.3,0.21143088773783153,0.11747809042675236,0.8447971438086567,0.6589741110470587,2354.9,2584.0,1204.5,1433.6,0.29753788944078263,0.3845138884650997,0.6430806688320584
10,1.375,12,10,False,False,False,0.8404927777222213,4669.2,4158.6,1090.9,580.3,0.2093133345802046,0.10970110997535279,0.8501200811775357,0.6708229210343616,2036.0,2179.1,991.7,1134.8,0.29666707573948614,0.36168708219179074,0.6606279573697135
10,1.375,14,10,False,False,False,0.8435786256317837,4064.5,3641.9,900.6,478.0,0.2044738254309685,0.10836892330546428,0.8527443977898119,0.6818229764275727,1718.6,1841.8,787.0,910.2,0.2864744614516771,0.34987958569317723,0.6730977772098505
10,1.375,16,10,False,False,False,0.8467470206122452,3538.4,3181.6,746.7,389.9,0.20200927010690678,0.10449668866860332,0.8559290342588343,0.6910849473536951,1451.1,1547.0,625.3,721.2,0.28398929684328966,0.33384080844932007,0.6860603301741721
10,1.375,18,10,False,False,False,0.8497797761545094,3097.9,2786.2,622.9,311.2,0.19913484844566867,0.10130559924531257,0.8589529377306935,0.7002663282269369,1223.3,1326.0,489.1,591.8,0.2701483299764299,0.3293190135696962,0.6938489856382744
10,1.375,20,10,False,False,False,0.8513349237882541,2752.5,2485.4,521.8,254.7,0.19792435039275466,0.09940580203073703,0.8604922269257196,0.7105700824187751,1062.0,1142.7,394.4,475.1,0.261234621121615,0.3176252140408349,0.7040289480795654
10,1.375,22,10,False,False,False,0.8517494106614153,2463.2,2231.8,446.9,215.5,0.1978464374499626,0.09865474122720688,0.8610210037090672,0.7170174883574358,928.5,1001.2,320.8,393.5,0.25520588590382587,0.3107591373813026,0.7101947860143126
10,1.375,24,10,False,False,False,0.854612868959616,2246.0,2036.1,384.9,175.0,0.1986953181211977,0.09207894395957063,0.8645303478698413,0.7180737430319462,833.2,875.1,281.6,323.5,0.2634049170939128,0.3004475968421948,0.7135868872439041
10,1.375,26,10,False,False,False,0.8555471412984506,2055.3,1878.2,331.9,154.8,0.19358695208557844,0.09531876531752052,0.8645457067659473,0.7265913219900612,742.9,792.1,227.2,276.4,0.24604554227996872,0.3007718137399086,0.7179369364749622
10,1.375,28,10,False,False,False,0.8594287751398971,1898.6,1734.6,290.2,126.2,0.1909891799316226,0.09015326978858305,0.8683472961064611,0.7236268477390208,673.7,702.0,205.3,233.6,0.25378329433275204,0.2989630101892066,0.7149060735535956
10,1.375,30,10,False,False,False,0.8588355302456879,1764.4,1605.6,262.6,103.8,0.19839327278926783,0.08393566671935601,0.8692867058078344,0.7278867132413309,623.6,640.9,177.1,194.4,0.25644949272258266,0.28777708079475545,0.7207024363281416
10,1.375,32,10,False,False,False,0.8565298769943472,1627.7,1494.1,233.3,99.7,0.19567127431072764,0.09126897170057784,0.8661321063620415,0.7281351605802278,570.6,583.4,158.1,170.9,0.2522854204423252,0.2914442583972192,0.7189722095371096
10,1.375,34,10,False,False,False,0.8590784979020881,1522.2,1401.2,201.2,80.2,0.19588603375923963,0.08595697043658389,0.8690457511790527,0.7266489849786005,525.0,537.9,138.8,151.7,0.24435742115782588,0.3023446088849731,0.7125358418463617
10,1.375,36,10,False,False,False,0.8562126874855528,1433.5,1312.0,189.6,68.1,0.20459520680202542,0.08297941822686918,0.8673123814769583,0.7225502184414696,490.4,490.9,130.9,131.4,0.2581983136586231,0.29670124945843784,0.7096253494759348
10,1.375,38,10,False,False,False,0.8611776397452818,1345.4,1238.6,166.3,59.5,0.19655426731547515,0.08109045319396102,0.8715650986440027,0.7163522501295061,456.7,453.0,121.6,117.9,0.25898765596733014,0.3083078437736577,0.6985256557249215
10,1.5,4,10,False,False,False,0.8285994018868514,6710.5,5936.5,1781.6,1007.6,0.2216185749100938,0.12118262131620314,0.8387102810212642,0.6396372438802327,3157.4,3431.0,1770.7,2044.3,0.31514230943589044,0.4055832028036443,0.6191757874877639
10,1.5,6,10,False,False,False,0.8324687372071494,6286.5,5569.2,1619.9,902.6,0.21726989946333836,0.11779262612236263,0.8423078397967295,0.6486655265244726,2942.2,3201.9,1584.7,1844.4,0.30717613053868387,0.3954928164123707,0.6297879431697064
10,1.5,8,10,False,False,False,0.8339000897645381,5803.1,5157.9,1465.7,820.5,0.21478361176222177,0.11741620870870226,0.8435279563911926,0.6501324871299076,2677.9,2895.1,1435.3,1652.5,0.30858422029366583,0.39115080544651903,0.6333121999579613
10,1.5,10,10,False,False,False,0.8372832240148554,5245.0,4693.9,1263.8,712.7,0.20927158258084688,0.11616196938944219,0.846514435665705,0.659928968461891,2362.6,2574.3,1201.7,1413.4,0.2987897955408835,0.3813522675353345,0.6446150360327088
10,1.5,12,10,False,False,False,0.8385586401509293,4644.5,4108.0,1110.8,574.3,0.2130429363148849,0.10983978338325644,0.8486592038130427,0.6694939262115881,2028.6,2173.3,992.2,1136.9,0.2977191760472501,0.36329297152957396,0.6591841836011856
10,1.5,14,10,False,False,False,0.8440173356807616,4037.2,3632.8,888.4,484.0,0.20258567616042483,0.10937965247805222,0.8529009246680477,0.681421721101616,1706.6,1853.2,776.4,923.0,0.28512564250797123,0.35203091528879665,0.6724410811896064
10,1.5,16,10,False,False,False,0.8447162690465773,3526.1,3158.3,757.1,389.3,0.20498685585912924,0.1055806060477162,0.8544422403762993,0.6909304163126253,1446.7,1551.6,623.5,728.4,0.2807192672182224,0.33741990015652684,0.6839086897923405
10,1.5,18,10,False,False,False,0.848550203521069,3083.1,2780.9,621.3,319.1,0.1996159310119276,0.1032836619459346,0.8576091454185928,0.6968719552242088,1223.6,1321.9,498.6,596.9,0.27347367084711927,0.332782418704463,0.6901337414554067
10,1.5,20,10,False,False,False,0.8496540437017058,2742.6,2474.4,528.6,260.4,0.20017414570326553,0.10051776689332273,0.8591181713342797,0.7101782393667071,1060.7,1152.6,389.7,481.6,0.25953975166370186,0.3201037696028838,0.703291561427447
10,1.5,22,10,False,False,False,0.8525264485035141,2466.1,2222.3,455.8,212.0,0.20038636770009605,0.09456073529287559,0.8621801583163855,0.7127839891429696,929.6,994.5,333.3,398.2,0.2617966964202795,0.3126353252937814,0.7071320200310305
